order_id,date,category,city,platform,payment_method,quantity,unit_price,revenue,order_status,delivery_days,rating
NG-10243,2023-02-28,Home & Living,Lagos,Konga,Cash on Delivery,3,75900.0,0.0,Returned,6,
NG-10244,2023-08-22,Electronics,Lagos,Jumia,USSD,3,135800.0,407400.0,Delivered,2,3.6
NG-10245,2023-11-20,Beauty,Abuja,Jumia,Cash on Delivery,4,11000.0,44000.0,Delivered,4,2.9
NG-10246,2023-07-19,Beauty,Lagos,Konga,Card,4,7000.0,28000.0,Delivered,4,4.1
NG-10247,2023-08-14,Books,Port Harcourt,WhatsApp Business,Pay on Delivery,4,11200.0,0.0,Cancelled,1,
NG-10248,2023-11-18,Sports,Lagos,Jiji,Card,2,23900.0,0.0,Cancelled,1,
NG-10249,2023-12-03,Food & Drink,Abuja,WhatsApp Business,Cash on Delivery,2,7700.0,15400.0,Delivered,1,3.5
NG-10250,2023-05-12,Books,Lagos,Jiji,USSD,4,1800.0,7200.0,Delivered,7,5.0
NG-10251,2023-05-21,Home & Living,Abuja,Jiji,Transfer,2,45900.0,0.0,Returned,2,
NG-10252,2023-09-07,Beauty,Kano,Jiji,Card,4,22100.0,88400.0,Delivered,9,3.9
NG-10253,2023-08-23,Beauty,Port Harcourt,Instagram Shop,USSD,2,4400.0,8800.0,Delivered,8,3.8
NG-10254,2023-12-10,Electronics,Lagos,WhatsApp Business,Pay on Delivery,1,317000.0,0.0,Cancelled,4,
NG-10255,2023-09-16,Sports,Kaduna,WhatsApp Business,Pay on Delivery,3,58000.0,0.0,Returned,5,
NG-10256,2023-01-27,Books,Lagos,WhatsApp Business,Pay on Delivery,4,4100.0,16400.0,Delivered,2,3.8
NG-10257,2023-08-29,Sports,Lagos,WhatsApp Business,Pay on Delivery,2,49500.0,0.0,Cancelled,10,
NG-10258,2023-09-10,Fashion,Kano,Jiji,Card,3,43900.0,131700.0,Delivered,7,4.2
NG-10259,2023-06-30,Books,Lagos,WhatsApp Business,Pay on Delivery,1,10600.0,10600.0,Delivered,4,4.5
NG-10260,2023-12-31,Sports,Kano,Jiji,Transfer,3,48800.0,146400.0,Delivered,3,4.7
NG-10261,2023-12-18,Sports,Lagos,Jiji,Card,3,14600.0,43800.0,Delivered,4,4.4
NG-10262,2023-05-07,Fashion,Lagos,Konga,Transfer,2,39900.0,0.0,Cancelled,3,
NG-10263,2023-12-07,Electronics,Enugu,Instagram Shop,Card,1,436600.0,0.0,Cancelled,3,
NG-10264,2023-06-26,Food & Drink,Lagos,Jiji,Cash on Delivery,2,2400.0,4800.0,Delivered,9,3.2
NG-10265,2023-05-08,Beauty,Lagos,Jumia,Pay on Delivery,1,7900.0,0.0,Returned,2,
NG-10266,2023-12-05,Electronics,Abuja,WhatsApp Business,Card,1,162500.0,162500.0,Delivered,10,3.5
NG-10267,2023-03-16,Food & Drink,Ibadan,WhatsApp Business,Cash on Delivery,2,3600.0,7200.0,Delivered,2,3.7
NG-10268,2023-09-17,Beauty,Kaduna,Instagram Shop,Pay on Delivery,2,4100.0,8200.0,Delivered,3,4.1
NG-10269,2023-10-02,Electronics,Kano,Instagram Shop,Card,4,422500.0,1690000.0,Delivered,6,3.4
NG-10270,2023-10-05,Home & Living,Kaduna,Jiji,Pay on Delivery,3,77700.0,0.0,Cancelled,9,
NG-10271,2023-05-11,Books,Kano,Instagram Shop,Transfer,2,2600.0,5200.0,Delivered,6,2.7
NG-10272,2023-12-18,Food & Drink,Ibadan,Instagram Shop,Transfer,3,7300.0,0.0,Returned,7,
NG-10273,2023-05-17,Food & Drink,Abuja,Jiji,Pay on Delivery,3,7000.0,0.0,Cancelled,3,
NG-10274,2023-08-13,Fashion,Port Harcourt,WhatsApp Business,Transfer,4,35600.0,0.0,Cancelled,10,
NG-10275,2023-10-30,Home & Living,Port Harcourt,WhatsApp Business,Pay on Delivery,3,9900.0,0.0,Cancelled,10,
NG-10276,2023-01-06,Home & Living,Port Harcourt,Jumia,Card,2,9300.0,18600.0,Delivered,6,3.7
NG-10277,2023-10-07,Home & Living,Lagos,Instagram Shop,Card,1,50000.0,0.0,Returned,7,
NG-10278,2023-05-01,Fashion,Lagos,WhatsApp Business,USSD,3,10400.0,31200.0,Delivered,3,2.7
NG-10279,2023-08-10,Food & Drink,Port Harcourt,WhatsApp Business,Card,3,5300.0,15900.0,Delivered,6,4.6
NG-10280,2023-12-20,Sports,Kano,Konga,Pay on Delivery,4,43500.0,174000.0,Delivered,9,3.9
NG-10281,2023-04-13,Beauty,Lagos,Jiji,Transfer,2,17700.0,35400.0,Delivered,1,3.7
NG-10282,2023-04-14,Electronics,Kano,Konga,Cash on Delivery,1,105500.0,0.0,Returned,4,
NG-10283,2023-01-26,Books,Kaduna,Instagram Shop,Cash on Delivery,4,7700.0,30800.0,Delivered,1,4.9
NG-10284,2023-09-23,Home & Living,Lagos,Jiji,Cash on Delivery,2,52600.0,0.0,Cancelled,2,
NG-10285,2023-11-11,Food & Drink,Lagos,WhatsApp Business,Cash on Delivery,1,7100.0,0.0,Returned,7,
NG-10286,2023-08-31,Home & Living,Port Harcourt,Instagram Shop,Transfer,4,76500.0,0.0,Returned,9,
NG-10287,2023-03-20,Home & Living,Ibadan,WhatsApp Business,Card,4,70000.0,0.0,Returned,7,
NG-10288,2023-05-27,Books,Kano,Jiji,Card,1,6200.0,6200.0,Delivered,1,4.4
NG-10289,2023-05-17,Home & Living,Kano,WhatsApp Business,USSD,3,77500.0,232500.0,Delivered,8,4.0
NG-10290,2023-10-16,Beauty,Ibadan,Konga,Pay on Delivery,2,6800.0,0.0,Returned,3,
NG-10291,2023-12-01,Sports,Kano,WhatsApp Business,Pay on Delivery,4,8900.0,35600.0,Delivered,4,3.1
NG-10292,2023-03-21,Sports,Port Harcourt,Instagram Shop,Cash on Delivery,2,44100.0,88200.0,Delivered,3,2.6
NG-10293,2023-05-09,Fashion,Port Harcourt,WhatsApp Business,Card,3,14900.0,44700.0,Delivered,1,2.9
NG-10294,2023-03-05,Food & Drink,Lagos,Instagram Shop,Transfer,4,6300.0,0.0,Returned,5,
NG-10295,2023-12-03,Sports,Lagos,WhatsApp Business,Pay on Delivery,1,50000.0,0.0,Returned,4,
NG-10296,2023-10-10,Electronics,Benin City,WhatsApp Business,USSD,4,201300.0,0.0,Returned,4,
NG-10297,2023-06-14,Food & Drink,Port Harcourt,Jumia,Transfer,4,1900.0,7600.0,Delivered,4,2.6
NG-10298,2023-07-06,Beauty,Lagos,Instagram Shop,Pay on Delivery,3,14700.0,44100.0,Delivered,7,4.7
NG-10299,2023-07-22,Beauty,Abuja,Instagram Shop,Cash on Delivery,1,6600.0,0.0,Cancelled,10,
NG-10300,2023-02-21,Sports,Abuja,Jiji,Pay on Delivery,3,10200.0,30600.0,Delivered,6,2.5
NG-10301,2023-07-15,Books,Abuja,WhatsApp Business,Card,3,10600.0,31800.0,Delivered,1,3.4
NG-10302,2023-04-22,Home & Living,Abuja,Jiji,Pay on Delivery,1,55500.0,55500.0,Delivered,6,2.6
NG-10303,2023-05-06,Beauty,Abuja,Jiji,Transfer,3,13600.0,0.0,Returned,1,
NG-10304,2023-08-25,Electronics,Ibadan,WhatsApp Business,USSD,3,36800.0,110400.0,Delivered,8,2.7
NG-10305,2023-09-13,Home & Living,Abuja,Konga,Cash on Delivery,1,42200.0,0.0,Returned,5,
NG-10306,2023-05-07,Food & Drink,Lagos,Jumia,Cash on Delivery,4,5700.0,22800.0,Delivered,4,4.3
NG-10307,2023-08-28,Food & Drink,Lagos,Konga,Pay on Delivery,1,1900.0,0.0,Cancelled,9,
NG-10308,2023-11-08,Fashion,Benin City,Instagram Shop,USSD,1,21500.0,0.0,Cancelled,6,
NG-10309,2023-08-18,Sports,Lagos,Instagram Shop,Pay on Delivery,2,29400.0,58800.0,Delivered,7,4.9
NG-10310,2023-05-20,Food & Drink,Lagos,Jiji,Cash on Delivery,4,3700.0,14800.0,Delivered,10,3.1
NG-10311,2023-01-07,Books,Lagos,Jiji,Transfer,2,11600.0,23200.0,Delivered,8,2.5
NG-10312,2023-05-22,Sports,Abuja,WhatsApp Business,Cash on Delivery,4,53600.0,214400.0,Delivered,6,3.8
NG-10313,2023-08-26,Beauty,Kano,WhatsApp Business,USSD,1,7300.0,7300.0,Delivered,9,3.5
NG-10314,2023-08-07,Sports,Benin City,Jumia,Transfer,1,46800.0,46800.0,Delivered,4,2.6
NG-10315,2023-02-17,Sports,Lagos,Jiji,Pay on Delivery,4,30500.0,122000.0,Delivered,2,2.8
NG-10316,2023-02-11,Food & Drink,Lagos,Jiji,Pay on Delivery,4,4800.0,19200.0,Delivered,1,2.9
NG-10317,2023-09-16,Food & Drink,Lagos,Instagram Shop,USSD,2,2900.0,5800.0,Delivered,4,3.6
NG-10318,2023-12-07,Books,Lagos,Instagram Shop,Transfer,4,6800.0,27200.0,Delivered,3,4.9
NG-10319,2023-05-29,Sports,Lagos,Jumia,Card,4,10900.0,43600.0,Delivered,6,3.0
NG-10320,2023-01-18,Beauty,Kano,Instagram Shop,Cash on Delivery,3,16300.0,0.0,Cancelled,8,
NG-10321,2023-02-15,Sports,Abuja,Konga,Cash on Delivery,2,12800.0,25600.0,Delivered,6,3.7
NG-10322,2023-03-22,Books,Ibadan,Instagram Shop,Card,1,1000.0,1000.0,Delivered,3,3.0
NG-10323,2023-08-23,Fashion,Lagos,Instagram Shop,Pay on Delivery,3,31400.0,94200.0,Delivered,5,5.0
NG-10324,2023-01-18,Sports,Port Harcourt,Instagram Shop,Card,1,49700.0,49700.0,Delivered,1,4.8
NG-10325,2023-05-25,Sports,Kano,Instagram Shop,USSD,1,41600.0,0.0,Cancelled,3,
NG-10326,2023-01-27,Books,Lagos,Jumia,Transfer,1,5600.0,0.0,Returned,8,
NG-10327,2023-12-12,Fashion,Ibadan,WhatsApp Business,USSD,3,24500.0,73500.0,Delivered,6,4.0
NG-10328,2023-12-28,Home & Living,Lagos,WhatsApp Business,Pay on Delivery,2,15300.0,30600.0,Delivered,1,2.6
NG-10329,2023-04-12,Sports,Lagos,Jumia,Card,3,47100.0,141300.0,Delivered,10,3.2
NG-10330,2023-11-01,Fashion,Port Harcourt,Jiji,Pay on Delivery,3,7400.0,0.0,Returned,8,
NG-10331,2023-03-15,Food & Drink,Port Harcourt,Jiji,Cash on Delivery,4,6500.0,0.0,Cancelled,8,
NG-10332,2023-04-16,Electronics,Kano,Instagram Shop,Card,4,17500.0,70000.0,Delivered,9,5.0
NG-10333,2023-11-27,Home & Living,Lagos,Jumia,Transfer,2,59000.0,0.0,Returned,7,
NG-10334,2023-07-11,Sports,Kaduna,Instagram Shop,Cash on Delivery,3,40900.0,122700.0,Delivered,10,2.9
NG-10335,2023-12-29,Home & Living,Port Harcourt,Konga,Transfer,4,20000.0,80000.0,Delivered,4,4.0
NG-10336,2023-01-25,Electronics,Kano,Jiji,USSD,2,21100.0,42200.0,Delivered,7,3.8
NG-10337,2023-10-11,Food & Drink,Abuja,Konga,Transfer,3,7400.0,22200.0,Delivered,6,4.5
NG-10338,2023-05-02,Books,Lagos,WhatsApp Business,Pay on Delivery,4,2500.0,10000.0,Delivered,10,3.4
NG-10339,2023-04-04,Food & Drink,Kano,Jiji,Cash on Delivery,4,3700.0,14800.0,Delivered,7,3.3
NG-10340,2023-02-02,Books,Ibadan,WhatsApp Business,USSD,4,2200.0,0.0,Cancelled,4,
NG-10341,2023-01-08,Books,Lagos,Jumia,Cash on Delivery,4,10500.0,42000.0,Delivered,4,3.1
NG-10342,2023-10-12,Beauty,Kaduna,Jumia,Pay on Delivery,1,15500.0,15500.0,Delivered,8,4.4
NG-10343,2023-10-18,Electronics,Port Harcourt,WhatsApp Business,Transfer,3,405600.0,1216800.0,Delivered,3,4.3
NG-10344,2023-07-16,Electronics,Lagos,Instagram Shop,Pay on Delivery,1,351200.0,351200.0,Delivered,3,2.6
NG-10345,2023-04-18,Books,Lagos,Instagram Shop,Card,1,11700.0,11700.0,Delivered,3,2.8
NG-10346,2023-09-02,Beauty,Lagos,Jumia,Transfer,3,5400.0,16200.0,Delivered,9,2.8
NG-10347,2023-03-21,Beauty,Lagos,WhatsApp Business,Card,3,9700.0,29100.0,Delivered,9,2.6
NG-10348,2023-09-25,Beauty,Abuja,Instagram Shop,Card,4,8600.0,34400.0,Delivered,4,3.7
NG-10349,2023-09-07,Home & Living,Benin City,Jiji,Cash on Delivery,1,30300.0,30300.0,Delivered,9,3.9
NG-10350,2023-11-24,Food & Drink,Abuja,Jumia,Cash on Delivery,3,1600.0,4800.0,Delivered,1,3.8
NG-10351,2023-03-14,Home & Living,Ibadan,Jiji,Card,1,41300.0,41300.0,Delivered,3,4.5
NG-10352,2023-05-12,Sports,Benin City,WhatsApp Business,Card,1,41600.0,0.0,Cancelled,9,
NG-10353,2023-10-08,Sports,Lagos,WhatsApp Business,USSD,3,7600.0,22800.0,Delivered,4,4.8
NG-10354,2023-12-08,Home & Living,Abuja,Jiji,Transfer,3,58100.0,0.0,Cancelled,2,
NG-10355,2023-12-24,Fashion,Lagos,Jumia,Card,3,8800.0,0.0,Returned,4,
NG-10356,2023-10-12,Electronics,Lagos,WhatsApp Business,USSD,4,375200.0,0.0,Returned,6,
NG-10357,2023-05-06,Food & Drink,Kaduna,WhatsApp Business,Cash on Delivery,3,7200.0,21600.0,Delivered,3,4.8
NG-10358,2023-05-16,Home & Living,Port Harcourt,Instagram Shop,Cash on Delivery,1,26600.0,26600.0,Delivered,7,3.6
NG-10359,2023-05-20,Sports,Kano,Konga,Cash on Delivery,3,36700.0,110100.0,Delivered,9,3.9
NG-10360,2023-09-28,Beauty,Enugu,Instagram Shop,Transfer,3,12300.0,36900.0,Delivered,2,2.7
NG-10361,2023-11-20,Food & Drink,Lagos,WhatsApp Business,Pay on Delivery,4,3100.0,0.0,Returned,6,
NG-10362,2023-07-30,Home & Living,Ibadan,WhatsApp Business,USSD,4,40400.0,161600.0,Delivered,1,2.8
NG-10363,2023-12-14,Fashion,Lagos,WhatsApp Business,USSD,1,9400.0,9400.0,Delivered,1,4.1
NG-10364,2023-12-30,Books,Lagos,Konga,Card,2,5900.0,0.0,Cancelled,2,
NG-10365,2023-11-11,Beauty,Benin City,WhatsApp Business,Card,3,12900.0,38700.0,Delivered,1,2.6
NG-10366,2023-07-04,Sports,Lagos,Jumia,Card,2,17400.0,0.0,Cancelled,6,
NG-10367,2023-12-23,Food & Drink,Lagos,Konga,Cash on Delivery,4,4600.0,18400.0,Delivered,4,3.6
NG-10368,2023-12-11,Sports,Abuja,Konga,Card,4,31600.0,126400.0,Delivered,9,4.0
NG-10369,2023-11-26,Beauty,Kano,Konga,Transfer,1,4100.0,4100.0,Delivered,3,3.3
NG-10370,2023-02-18,Books,Ibadan,Instagram Shop,Card,3,1700.0,0.0,Cancelled,2,
NG-10371,2023-07-27,Sports,Ibadan,Jumia,USSD,1,7400.0,7400.0,Delivered,8,3.5
NG-10372,2023-11-26,Home & Living,Lagos,WhatsApp Business,Card,2,14300.0,28600.0,Delivered,9,3.0
NG-10373,2023-11-14,Electronics,Ibadan,Instagram Shop,Cash on Delivery,1,131100.0,131100.0,Delivered,6,4.4
NG-10374,2023-11-14,Sports,Abuja,WhatsApp Business,USSD,3,50500.0,0.0,Cancelled,5,
NG-10375,2023-08-02,Home & Living,Port Harcourt,Jumia,Pay on Delivery,3,58900.0,176700.0,Delivered,5,5.0
NG-10376,2023-04-18,Electronics,Port Harcourt,Instagram Shop,Cash on Delivery,3,213700.0,0.0,Returned,8,
NG-10377,2023-06-11,Fashion,Abuja,Jiji,Card,2,19900.0,39800.0,Delivered,8,3.8
NG-10378,2023-08-28,Beauty,Ibadan,WhatsApp Business,USSD,3,6500.0,19500.0,Delivered,3,3.9
NG-10379,2023-09-05,Electronics,Lagos,WhatsApp Business,Card,3,110300.0,330900.0,Delivered,5,2.6
NG-10380,2023-01-22,Electronics,Ibadan,Konga,Cash on Delivery,1,431800.0,0.0,Returned,2,
NG-10381,2023-10-17,Sports,Lagos,Konga,Pay on Delivery,4,50300.0,0.0,Cancelled,8,
NG-10382,2023-05-08,Sports,Lagos,Jiji,Cash on Delivery,1,46600.0,46600.0,Delivered,3,4.6
NG-10383,2023-06-09,Beauty,Abuja,WhatsApp Business,USSD,3,3400.0,10200.0,Delivered,6,3.5
NG-10384,2023-04-09,Fashion,Lagos,Instagram Shop,USSD,2,26800.0,53600.0,Delivered,3,4.4
NG-10385,2023-08-22,Food & Drink,Lagos,Jumia,USSD,4,6000.0,0.0,Returned,7,
NG-10386,2023-01-16,Electronics,Port Harcourt,Jiji,Pay on Delivery,3,146300.0,0.0,Returned,3,
NG-10387,2023-08-23,Sports,Ibadan,Instagram Shop,Cash on Delivery,2,49700.0,99400.0,Delivered,3,3.6
NG-10388,2023-11-16,Sports,Lagos,Instagram Shop,USSD,1,57100.0,57100.0,Delivered,7,4.3
NG-10389,2023-02-04,Books,Kano,Jumia,Pay on Delivery,2,3500.0,7000.0,Delivered,1,3.4
NG-10390,2023-01-07,Home & Living,Lagos,Jumia,USSD,1,6100.0,6100.0,Delivered,4,4.9
NG-10391,2023-07-23,Books,Lagos,WhatsApp Business,Cash on Delivery,2,1800.0,3600.0,Delivered,10,3.4
NG-10392,2023-03-09,Home & Living,Abuja,Instagram Shop,Card,1,15000.0,0.0,Returned,3,
NG-10393,2023-06-20,Electronics,Benin City,Instagram Shop,USSD,2,413200.0,0.0,Returned,3,
NG-10394,2023-10-10,Beauty,Lagos,Jumia,Pay on Delivery,3,7900.0,23700.0,Delivered,4,4.1
NG-10395,2023-08-23,Food & Drink,Lagos,WhatsApp Business,Transfer,2,3600.0,0.0,Returned,6,
NG-10396,2023-09-08,Food & Drink,Port Harcourt,WhatsApp Business,Pay on Delivery,3,5300.0,0.0,Returned,9,
NG-10397,2023-04-13,Electronics,Abuja,Jumia,Card,1,235700.0,0.0,Cancelled,8,
NG-10398,2023-03-31,Sports,Abuja,Jiji,USSD,4,55200.0,220800.0,Delivered,5,3.2
NG-10399,2023-09-23,Sports,Lagos,WhatsApp Business,Cash on Delivery,4,30100.0,0.0,Cancelled,7,
NG-10400,2023-06-25,Food & Drink,Port Harcourt,Jumia,Pay on Delivery,4,3500.0,0.0,Cancelled,9,
NG-10401,2023-05-21,Beauty,Abuja,WhatsApp Business,Pay on Delivery,3,5500.0,0.0,Returned,8,
NG-10402,2023-05-15,Fashion,Port Harcourt,Jumia,Transfer,4,36500.0,146000.0,Delivered,3,3.9
NG-10403,2023-06-15,Sports,Abuja,Jumia,Card,3,35300.0,105900.0,Delivered,1,3.1
NG-10404,2023-10-01,Beauty,Ibadan,Jumia,Card,1,2100.0,2100.0,Delivered,8,3.3
NG-10405,2023-03-04,Sports,Abuja,WhatsApp Business,Card,4,37700.0,150800.0,Delivered,9,3.1
NG-10406,2023-04-24,Books,Kaduna,WhatsApp Business,Pay on Delivery,4,4300.0,17200.0,Delivered,4,4.9
NG-10407,2023-08-16,Beauty,Lagos,Konga,Card,1,6800.0,6800.0,Delivered,1,2.8
NG-10408,2023-04-20,Beauty,Kaduna,Jumia,Card,2,8100.0,0.0,Cancelled,6,
NG-10409,2023-08-19,Home & Living,Port Harcourt,Jumia,Card,2,7800.0,15600.0,Delivered,1,4.4
NG-10410,2023-12-01,Food & Drink,Kaduna,Instagram Shop,Cash on Delivery,2,5100.0,10200.0,Delivered,2,5.0
NG-10411,2023-10-05,Fashion,Kaduna,Jiji,Card,1,42900.0,0.0,Returned,9,
NG-10412,2023-12-30,Beauty,Lagos,Jumia,USSD,3,5200.0,15600.0,Delivered,5,3.3
NG-10413,2023-07-07,Food & Drink,Abuja,Jiji,Card,4,5500.0,22000.0,Delivered,5,3.7
NG-10414,2023-05-23,Electronics,Lagos,Instagram Shop,USSD,4,232900.0,931600.0,Delivered,5,4.9
NG-10415,2023-05-27,Home & Living,Abuja,WhatsApp Business,USSD,1,24500.0,0.0,Cancelled,6,
NG-10416,2023-08-03,Food & Drink,Abuja,Jumia,USSD,3,6200.0,18600.0,Delivered,1,2.9
NG-10417,2023-09-20,Fashion,Lagos,Jiji,Cash on Delivery,1,15700.0,0.0,Returned,3,
NG-10418,2023-05-22,Books,Abuja,Instagram Shop,Pay on Delivery,2,5800.0,0.0,Cancelled,6,
NG-10419,2023-12-24,Beauty,Lagos,Instagram Shop,USSD,4,11200.0,44800.0,Delivered,4,3.5
NG-10420,2023-01-20,Food & Drink,Kano,Jiji,USSD,1,7800.0,0.0,Cancelled,5,
NG-10421,2023-10-24,Electronics,Benin City,Jumia,Transfer,3,101900.0,0.0,Cancelled,1,
NG-10422,2023-07-20,Food & Drink,Abuja,Konga,USSD,4,7100.0,28400.0,Delivered,4,2.5
NG-10423,2023-03-23,Beauty,Abuja,WhatsApp Business,USSD,1,19000.0,19000.0,Delivered,6,3.2
NG-10424,2023-12-08,Electronics,Abuja,Konga,Card,2,238700.0,477400.0,Delivered,2,2.8
NG-10425,2023-12-29,Electronics,Kano,Jiji,Cash on Delivery,1,291500.0,0.0,Returned,1,
NG-10426,2023-12-22,Sports,Enugu,Instagram Shop,USSD,1,39800.0,39800.0,Delivered,3,2.9
NG-10427,2023-12-14,Sports,Kaduna,Jumia,Pay on Delivery,1,39200.0,0.0,Returned,3,
NG-10428,2023-01-14,Electronics,Kano,Jiji,USSD,4,19400.0,0.0,Returned,4,
NG-10429,2023-05-17,Home & Living,Lagos,Jiji,Card,2,38200.0,0.0,Returned,10,
NG-10430,2023-02-14,Beauty,Port Harcourt,Jiji,Card,2,18100.0,36200.0,Delivered,4,4.0
NG-10431,2023-04-01,Fashion,Lagos,Jumia,Pay on Delivery,4,19400.0,77600.0,Delivered,1,4.5
NG-10432,2023-08-08,Sports,Abuja,WhatsApp Business,Cash on Delivery,1,29800.0,29800.0,Delivered,10,5.0
NG-10433,2023-05-28,Fashion,Abuja,Konga,USSD,4,29700.0,0.0,Returned,7,
NG-10434,2023-07-19,Beauty,Lagos,Instagram Shop,Pay on Delivery,4,7300.0,0.0,Returned,10,
NG-10435,2023-07-14,Electronics,Abuja,Jumia,USSD,3,407100.0,1221300.0,Delivered,7,3.6
NG-10436,2023-11-06,Books,Abuja,Jumia,Cash on Delivery,2,9000.0,0.0,Cancelled,8,
NG-10437,2023-03-16,Home & Living,Lagos,Jiji,Pay on Delivery,3,53500.0,160500.0,Delivered,9,4.3
NG-10438,2023-05-24,Home & Living,Lagos,Jumia,Card,4,55200.0,220800.0,Delivered,7,3.2
NG-10439,2023-11-26,Home & Living,Lagos,Instagram Shop,USSD,3,60600.0,0.0,Cancelled,1,
NG-10440,2023-01-15,Home & Living,Port Harcourt,Jumia,Transfer,4,68800.0,275200.0,Delivered,8,4.8
NG-10441,2023-09-11,Fashion,Kaduna,Konga,Cash on Delivery,4,14100.0,0.0,Returned,4,
NG-10442,2023-12-24,Sports,Abuja,WhatsApp Business,Transfer,3,35700.0,0.0,Returned,4,
NG-10443,2023-04-29,Sports,Lagos,Konga,Card,3,51500.0,0.0,Cancelled,5,
NG-10444,2023-04-28,Electronics,Abuja,Konga,Cash on Delivery,3,223300.0,669900.0,Delivered,8,2.6
NG-10445,2023-12-12,Home & Living,Kaduna,Instagram Shop,Transfer,4,68200.0,272800.0,Delivered,5,2.5
NG-10446,2023-12-31,Electronics,Lagos,Jiji,Card,2,374700.0,749400.0,Delivered,5,2.9
NG-10447,2023-08-24,Fashion,Kano,Jumia,Cash on Delivery,3,18600.0,55800.0,Delivered,5,4.9
NG-10448,2023-04-27,Books,Lagos,WhatsApp Business,USSD,4,1300.0,5200.0,Delivered,5,2.7
NG-10449,2023-11-04,Books,Lagos,Instagram Shop,USSD,1,10300.0,10300.0,Delivered,5,4.4
NG-10450,2023-07-14,Electronics,Abuja,Jiji,Card,3,377100.0,1131300.0,Delivered,7,3.7
NG-10451,2023-08-17,Books,Enugu,Jumia,Cash on Delivery,3,2900.0,8700.0,Delivered,7,3.1
NG-10452,2023-12-02,Home & Living,Lagos,Instagram Shop,Pay on Delivery,3,48900.0,146700.0,Delivered,6,2.8
NG-10453,2023-01-18,Food & Drink,Ibadan,Instagram Shop,Card,3,4900.0,0.0,Cancelled,1,
NG-10454,2023-06-20,Electronics,Port Harcourt,Konga,Card,1,211800.0,0.0,Returned,6,
NG-10455,2023-08-11,Food & Drink,Kano,Konga,Pay on Delivery,1,1000.0,1000.0,Delivered,1,3.6
NG-10456,2023-02-02,Fashion,Lagos,Konga,Transfer,1,29200.0,29200.0,Delivered,9,4.3
NG-10457,2023-02-24,Books,Ibadan,Jiji,Card,2,9600.0,19200.0,Delivered,9,3.6
NG-10458,2023-04-20,Sports,Benin City,Konga,Transfer,4,50300.0,201200.0,Delivered,2,2.7
NG-10459,2023-06-23,Fashion,Abuja,Jumia,Cash on Delivery,2,39200.0,0.0,Returned,9,
NG-10460,2023-02-12,Books,Abuja,Jiji,Transfer,4,3500.0,14000.0,Delivered,8,4.6
NG-10461,2023-12-23,Fashion,Abuja,WhatsApp Business,Card,1,6100.0,6100.0,Delivered,3,3.5
NG-10462,2023-08-26,Food & Drink,Enugu,WhatsApp Business,Transfer,2,1200.0,0.0,Returned,4,
NG-10463,2023-07-11,Books,Kano,WhatsApp Business,Transfer,2,11700.0,0.0,Returned,5,
NG-10464,2023-07-22,Fashion,Abuja,Jumia,Transfer,2,10100.0,0.0,Returned,2,
NG-10465,2023-03-18,Home & Living,Lagos,WhatsApp Business,Transfer,4,11800.0,0.0,Returned,1,
NG-10466,2023-11-06,Beauty,Lagos,WhatsApp Business,USSD,2,2400.0,4800.0,Delivered,6,3.9
NG-10467,2023-09-07,Books,Lagos,Jiji,Card,3,3400.0,10200.0,Delivered,5,3.9
NG-10468,2023-06-08,Home & Living,Lagos,Jumia,Cash on Delivery,3,18300.0,0.0,Cancelled,2,
NG-10469,2023-01-01,Food & Drink,Kaduna,Jiji,USSD,3,2800.0,0.0,Cancelled,5,
NG-10470,2023-07-07,Beauty,Ibadan,Instagram Shop,Cash on Delivery,4,3200.0,0.0,Returned,1,
NG-10471,2023-01-08,Electronics,Lagos,Instagram Shop,Transfer,3,214200.0,642600.0,Delivered,1,4.9
NG-10472,2023-01-07,Electronics,Port Harcourt,Instagram Shop,Cash on Delivery,3,141700.0,0.0,Cancelled,1,
NG-10473,2023-06-28,Fashion,Kano,Instagram Shop,Pay on Delivery,1,44900.0,0.0,Cancelled,8,
NG-10474,2023-12-24,Food & Drink,Abuja,Jumia,Cash on Delivery,4,6400.0,0.0,Cancelled,10,
NG-10475,2023-10-05,Fashion,Abuja,Konga,USSD,4,36000.0,144000.0,Delivered,9,4.8
NG-10476,2023-07-22,Food & Drink,Ibadan,Jiji,Transfer,2,3000.0,6000.0,Delivered,4,4.7
NG-10477,2023-08-08,Food & Drink,Kaduna,Jiji,Pay on Delivery,3,8000.0,24000.0,Delivered,9,2.8
NG-10478,2023-04-28,Electronics,Lagos,Konga,Cash on Delivery,1,35500.0,35500.0,Delivered,7,2.7
NG-10479,2023-06-19,Fashion,Lagos,Jumia,USSD,1,38300.0,0.0,Cancelled,9,
NG-10480,2023-09-27,Fashion,Abuja,Konga,Cash on Delivery,1,38300.0,38300.0,Delivered,5,4.6
NG-10481,2023-06-09,Home & Living,Lagos,WhatsApp Business,Card,3,30300.0,90900.0,Delivered,7,2.7
NG-10482,2023-03-17,Fashion,Enugu,Instagram Shop,Transfer,2,6100.0,0.0,Cancelled,10,
NG-10483,2023-06-30,Beauty,Lagos,Instagram Shop,Pay on Delivery,4,17800.0,71200.0,Delivered,2,4.7
NG-10484,2023-10-06,Sports,Port Harcourt,Konga,Card,3,19800.0,59400.0,Delivered,4,5.0
NG-10485,2023-05-16,Electronics,Enugu,Jumia,Card,2,230000.0,460000.0,Delivered,5,4.6
